2003-05-29,03:44:48.0,48.94,7.65,5,2,unknown,BCSF,,,,,,03:44:48.0,48.94,7.65,5,2,,,,,,03:44:47.0,48.92,7.87,3,2.0,1.6,2.0
2003-05-31,04:24:28.0,49.01,7.54,5,1.8,unknown,BCSF,,,,,,04:24:28.0,49.01,7.54,5,1.8,,,,,,04:24:27.0,49.02,7.67,5,1.8,1.4,1.8
2003-06-01,04:48:34.0,48.96,7.53,5,2,unknown,BCSF,,,,,,04:48:34.0,48.96,7.53,5,2,,,,,,04:48:33.0,48.95,7.73,2,2.0,1.6,2.0
2003-06-02,20:45:39.0,49.03,7.71,5,1.5,unknown,BCSF,,,,,,20:45:39.0,49.03,7.71,5,1.5,20:45:41.0,49.01,7.82,3,1.5,20:45:39.0,49.03,7.67,7,1.8,1.5,2.0
2003-06-02,21:55:53.0,48.95,7.74,5,2.1,unknown,BCSF,,,,,,21:55:53.0,48.95,7.74,5,2.1,21:55:54.0,48.99,7.72,3,2.1,21:55:52.0,48.88,7.91,2,2.4,2.0,2.5
2003-06-05,22:18:18.0,48.94,7.74,5,1.8,unknown,BCSF,,,,,,22:18:18.0,48.94,7.74,5,1.8,22:18:18.0,48.93,7.84,3,1.8,22:18:18.0,48.91,7.89,2,2.1,1.7,2.2
2003-06-06,18:30:00.0,49.04,7.73,5,2,unknown,BCSF,,,,,,18:30:00.0,49.04,7.73,5,2,18:30:01.0,49.02,7.89,5,2,18:30:01.0,48.96,7.73,2,2.2,1.9,2.4
2003-06-07,20:18:45.0,48.94,7.77,5,1.9,unknown,BCSF,,,,,,20:18:45.0,48.94,7.77,5,1.9,20:18:45.0,48.95,7.96,3,1.9,20:18:44.0,48.88,7.9,2,2.1,1.8,2.3
2003-06-08,17:30:50.0,48.94,7.71,5,2.1,unknown,BCSF,,,,,,17:30:50.0,48.94,7.71,5,2.1,17:30:51.0,48.96,7.87,3,2.1,17:30:49.0,48.96,7.67,2,2.3,1.9,2.4
2003-06-09,13:58:45.0,48.92,7.61,5,2,unknown,BCSF,,,,,,13:58:45.0,48.92,7.61,5,2,,,,,,13:58:44.0,48.95,7.75,5,2.0,1.6,2.0
2003-06-09,14:41:40.0,48.96,7.53,5,1.9,unknown,BCSF,,,,,,14:41:40.0,48.96,7.53,5,1.9,,,,,,14:41:40.0,48.94,7.72,3,1.9,1.5,1.9
2003-06-09,22:04:39.0,48.93,7.68,5,1.8,unknown,BCSF,,,,,,22:04:39.0,48.93,7.68,5,1.8,,,,,,22:04:39.0,48.94,7.76,5,1.8,1.4,1.8
2003-06-11,09:53:25.0,48.74,7.93,10,2.6,unknown,BCSF,,,,,,09:53:25.0,48.74,7.93,10,2.6,,,,,,09:53:24.0,48.91,7.84,5,2.6,2.1,2.6
2003-06-11,20:18:22.0,48.93,7.7,5,2,unknown,BCSF,,,,,,20:18:22.0,48.93,7.7,5,2,20:18:23.0,48.94,7.89,3,2,20:18:22.0,48.9,7.86,4,2.3,1.9,2.4
2003-06-12,03:42:21.0,48.99,7.72,5,2.1,unknown,BCSF,,,,,,03:42:21.0,48.99,7.72,5,2.1,03:42:22.0,48.96,7.86,3,2.1,03:42:21.0,48.92,7.91,5,2.2,1.9,2.4
2003-06-15,06:58:47.0,49.24,6.71,1,1.9,unknown,BCSF,,,,,,06:58:47.0,49.24,6.71,1,1.9,,,,,,06:58:44.0,49.38,6.78,1,1.9,1.5,1.9
2003-06-15,10:25:27.0,49.31,6.61,1,1.9,unknown,BCSF,,,,,,10:25:27.0,49.31,6.61,1,1.9,,,,,,10:25:27.0,49.38,6.72,1,1.9,1.5,1.9
2003-06-15,11:15:07.0,48.91,7.63,5,1.8,unknown,BCSF,,,,,,11:15:07.0,48.91,7.63,5,1.8,,,,,,11:15:06.0,48.92,7.81,4,1.8,1.4,1.8
2003-06-28,11:38:39.0,49.28,6.86,1,2,unknown,BCSF,,,,,,11:38:39.0,49.28,6.86,1,2,,,,,,11:38:38.0,49.35,6.93,1,2.0,1.6,2.0
2003-07-17,10:54:10.0,48.94,7.78,10,2.3,unknown,BCSF,,,,,,10:54:10.0,48.94,7.78,10,2.3,10:54:10.0,48.93,7.81,5,2.3,10:54:10.0,48.93,7.83,6,2.7,2.2,2.7
